m,bl,dsp,cva,ad,did,rev
2025-09-01,Open Auction - BFM,—,—,MadHive Deal - CTV (Blue Emu),,0.0
2026-08-01,Select - BFM,TheTradeDesk,Strategus,Strategus - TTD - MLB Mexico - CTV Deal,Strat82,0.0
2026-08-01,DSP Marketplace - BFM,Viant,BFM Internal,Viant Deal - CTV (Genre: Movie),737121000152,142.62
2026-08-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - Desktop MW - Open Auction,,40.57
2025-12-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - CTV - 1st Price,,184.54
2025-08-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth - Deal - CTV - Fire TV,BFMGT004,78.63
2025-10-01,Select - BFM,Bidswitch,Infillion Demand,Signet | Male Self Gifters | Desktop & Mobile,SignetInfilGiftBeachDeskMob,0.0
2025-07-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Migration,GroundTruth Deal - CTV - Premium Bundles List,783317263332,35341.63
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - KFC Visitors - CTV,Quoru64,0.0
2025-10-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - KFC Visitors - CTV,Quoru64,0.33
2025-12-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,0,983264025678,0.0
2025-10-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - A&E - Network Targeting,747279147159,143.0
2025-11-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,Simpli.Fi Deal - CTV - NFL & College Football,212800677262,0.0
2025-11-01,Open Auction - BFM,—,—,2511 - MGMPLUS - NOVEMBER XCH - MGMP23418-13 - MOVIES,,163.92
2025-07-01,Open Auction - BFM,Lemma DSP,—,Lemma DSP CTV Ad,,31249.71
2025-11-01,Open Auction - BFM,Infillion,—,Bidswitch - MW [Display],,0.0
2025-08-01,Select - BFM,TheTradeDesk,Strategus,TTD Deal - Strategus - Web/App Display - $2-$5,Strat63,2.78
2025-11-01,Open Auction - BFM,StackAdapt,—,0,,0.0
2026-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Parents & Caregivers - Connected TV,STNXCTV022,0.0
2026-07-01,Open Auction - BFM,SmartClip,—,Philips_SC_Germany,,0.0
2026-07-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - HavasEdge - OTT RON,676738569288,0.0
2026-08-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Frndly - MeTV - Adjust,205969889099,0.0
2026-08-01,DSP Marketplace - BFM,Stirista,Beachfront Deal Curation,Stirista Deal - DV - CTV RON,298578719382,2.1
2025-07-01,Open Auction - BFM,Viant,—,Viant - CTV (Charter),,370.66
2025-12-01,Open Auction - BFM,Knorex,—,Bidswitch - CTV - 1st Price,,230.7
2025-07-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - Sports CTV,268236188793,12.13
2025-10-01,Open Auction - BFM,Lemma DSP,—,Lemma DSP CTV Ad,,63656.32
2025-08-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV OLV - Cable Broadcast,147705376036,74.82
2025-08-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Vizio),,15.35
2025-09-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - AMC - Network Targeting,135878418139,2318.59
2025-11-01,DSP Marketplace - BFM,Viant,—,AOD Deal - Viant - Cannabis Allowed ,304579523560,47.48
2025-09-01,Open Auction - BFM,Krush Media,—,Krush Media Inapp Video,,0.0
2025-12-01,Select - BFM,Xandr,MultiLocal,mCanvas_mlm_Roku_US_CTV_Xandr_BF_MLMBRID7304,Multi48,0.0
2025-11-01,Open Auction - BFM,Webeye,—,Bidswitch - APP 1st Price,,0.12
2025-08-01,Open Auction - BFM,DV360,—,Bidswitch - CTV - 1st Price,,26046.61
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Chevrolet/Buick/GMC Dealership Visitors - Banner,Quoru113,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Home Depot Visitors - CTV,Quoru35,0.0
2025-08-01,Open Auction - BFM,—,—,F0035594 F2 Y F3 GENÉRICA 2025 25S,,0.0
2025-08-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - Political First Look - TEGNA,688427968140,0.0
2025-09-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - MW - 70%+ VCR,950191416301,7.33
2025-11-01,Select - BFM,Xandr,IRIS,MNI - Climate & Enviroment CTV_BFM,IRIS76,0.0
2025-11-01,Open Auction - BFM,Madopi,—,Bidswitch - APP Display,,0.0
2025-10-01,Open Auction - BFM,—,—,2509 - MGMPLUS - BILLY THE KID S3 TRAILER Cutdown - MGMPHD363273 (MOVIES),,2.06
2026-07-01,Open Auction - BFM,Basis Technologies,—,Centro Display Web,,197.14
2026-08-01,DSP Marketplace - BFM,DV360,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Streaming & Content Connoisseurs - Connected TV,STNXCTV004,0.48
2025-11-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Sling Bundle Override (Price Targeted),MH34,526.35
2025-10-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Migration,Beeswax Deal - CTV - Datafy - Local News - Bundles,976376076666,0.0
2025-12-01,Select - BFM,TheTradeDesk,Quorum,Quorum - Hanukkah Shoppers - Physical Visitors,Quoru211,0.0
2025-07-01,Open Auction - BFM,Xandr,—,Xandr CTV,,16539.17
2025-12-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Women 45+ - Reality (Hallmark),711907073746,145.71
2025-09-01,DSP Marketplace - BFM,Samsung DSP,Beachfront Deal Curation,SamsungAds Efficiency Line,314668390400,53.35
2025-08-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - AMC Networks - Political,346689052286,6.52
2025-10-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,Simpli.Fi Deal - CTV - Thanksgiving,503894398514,0.0
2025-07-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - Display (Bucksense Allow list),938609448678,0.0
2025-08-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,Simpli.Fi Deal - CTV - Puerto Costa Mexico CTV,376852766795,1.82
2025-10-01,Open Auction - BFM,—,—,F0034477 EL SHOW DE LA F1 LUNES 20s FSP_1,,0.0
2025-08-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,SimpliFi Deal - Sports Content CTV - Contextual,653038531422,13.36
2025-11-01,Open Auction - BFM,Amobee,—,0,,0.0
2025-09-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2026-07-01,Open Auction - BFM,TheTradeDesk,—,TTD - Desktop [Display],,405.15
2026-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Healthcare Decision Makers - Connected TV,STNXCTV023,0.0
2026-07-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2026-08-01,Open Auction - BFM,Equative,—,Equative InApp Video (Open Auction) (copy),,0.0
2025-07-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Tennis US - ctv,Audig1794,0.02
2025-07-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Fubo CTV (Entertainment),BFM063,29.46
2025-10-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - Desktop [Display],,0.0
2025-10-01,Select - BFM,Bidswitch,QRate,QrateUS_Costarica_CTV,QRate40,0.0
2025-11-01,Select - BFM,Bidswitch,IRIS,GumGum - Virgin Voyages CTV_BFM,IRIS00353,0.0
2025-11-01,Select - BFM,Walmart,Chief Media,TTD - Chief Media - Walmart - CTV - Pub Targeting - Deal,476519491695,1268.73
2025-09-01,Open Auction - BFM,Basis Technologies,—,Centro Display Web,,13558.51
2025-09-01,Open Auction - BFM,Walmart,—,TTD - APP [Display],,1739.12
2025-08-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - Roku - CTV - Revry TV,335316630773,0.0
2025-08-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Zeta - CTV - Political (Pol),542428290418,0.0
2025-08-01,Open Auction - BFM,—,—,LiveRamp CTV Pixel,,0.0
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Red Robin Burgers Visitors - CTV,Quoru84,0.09
2025-09-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Xite-Vevo,523575281782,0.16
2025-12-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - OTT CTV - Political - TEGNASOURCED 062922,TEGNA4,0.0
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Blaze Pizza Visitors - Banner,Quoru87,0.0
2025-08-01,Open Auction - BFM,Cepia,—,Mighty Wheels August 2025,,11.0
2025-09-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066519 - Optimum Media - Multiple Brands - CTV SmartPMP - US - ctv - Audience Code bsy618,Audig1772,1.29
2025-08-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - MW [Display],,0.0
2025-12-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Wyndham Emotional Sentiment CTV_BFM,IRIS00359,0.0
2025-12-01,Select - BFM,DV360,Quorum,Quorum > Interior Designers > Physical Visitors,Quoru199,0.0
2026-07-01,Open Auction - BFM,Basis Technologies,—,Centro Video Web (1st Price),,130.67
2026-07-01,Open Auction - BFM,AdElement,—,Bidswitch - APP Display,,0.69
2026-08-01,Open Auction - BFM,Pubmatic,—,Seedtag,,12319.19
2025-09-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - Desktop - 1st Price (HB),,47.73
2025-09-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Local News - Transparent Bundles,137695710557,115.62
2025-07-01,DSP Marketplace - BFM,4INFO,—,Cadent_Food Network_PMP,598939543123,-0.0
2025-12-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (LG),,0.23
2025-10-01,Select - BFM,Bidswitch,MultiLocal,mCanvas_mlm_Roku_BR_CTV_BF_MLMBRID7304,Multi44,0.0
2025-08-01,Select - BFM,Xandr,IRIS,MNI - Health & Wellness CTV_BFM,IRIS74,0.0
2025-11-01,Select - BFM,TheTradeDesk,Strategus,TTD - Strategus - CTV - $14 and Below,STRAT003,17.08
2025-09-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV (Division D RON $13),344398214696,14.05
2025-12-01,Open Auction - BFM,Infillion,—,Bidswitch - Seedtag,,143.92
2025-11-01,Open Auction - BFM,Beeswax,—,Beeswax UR Improvement Tier 3 (Low UR),,571.03
2025-10-01,Open Auction - BFM,Infillion,—,Bidswitch - APP Display,,0.57
2025-08-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Men 45+ - Entertainment,765118223712,53.37
2025-12-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV - Political,534891672291,315.35
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD - CTV - Captify $15 Below,730946633654,4300.3
2025-08-01,Open Auction - BFM,—,—,Pending/Placement BeachFront AD,,0.0
2026-07-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - Charter,310648224343,835.57
2026-08-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - Bully Pulpit - CTV Cannabis Approved,133914955,0.0
2025-11-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > High Index Zips - Macy's Visitors - Banner,Quoru176,0.0
2025-12-01,Select - BFM,Bidswitch,Infillion Demand,Signet | Male Self Gifters | CTV,SignetInfilGiftBeachCTV,0.0
2025-12-01,Select - BFM,TheTradeDesk,Media Culture,INSP,Media14,0.01
2025-12-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Spanish),901374116708,472.81
2025-10-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Philo,747279147181,4955.27
2025-10-01,Select - BFM,DV360,IRIS,IRIS.TV - OMD - National Guard - Contextual CTV_BFM,IRIS00269,11.84
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Red Robin Burgers Visitors - Banner,Quoru83,0.0
2025-10-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - A+E,747279147159,2297.74
2025-12-01,Open Auction - BFM,Beeswax,—,Beeswax UR Improvement Tier 2 (Mid UR),,9219.92
2025-12-01,Open Auction - BFM,Bidswitch,—,Bidswitch - APP Display,,0.0
2025-12-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - CTV - 1st Price (Bundle 151908),,0.73
2025-07-01,Select - BFM,TheTradeDesk,Media Culture,Court TV,Media11,1.86
2025-07-01,Select - BFM,Yahoo DSP,Camelot,0,"PMGCuratedCTV, PMGPub, PMGLGAds",0.0
2025-07-01,Open Auction - BFM,—,—,F0034477 EL SHOW DE LA F1 LUNES 20s FSP_1,,0.0
2025-09-01,Open Auction - BFM,Sharethrough,—,Sharethrough InApp Video (Open Auction),,3203.06
2025-11-01,Open Auction - BFM,Basis Technologies,—,Basis - CTV - oRTB - (US),,49310.62
2025-11-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Fuse TV,187878729747,166.84
2025-09-01,DSP Marketplace - BFM,SimpliFi,—,Simpli.Fi Deal - CTV - Political Allowed (TEGNA),420531083816,132.78
2025-11-01,Open Auction - BFM,Knorex,—,Bidswitch - APP,,0.0
2025-08-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV (P)-SPF,430109082311,9727.54
2025-08-01,DSP Marketplace - BFM,JamLoop OpenRTB,Beachfront Deal Curation,JamLoop Deal -  OLV - Yakima-Pasco-Rchlnd-Knnwck DMA,517332759399,0.0
2025-09-01,Open Auction - BFM,Cepia,—,Mighty Wheels September 2025 Dub01,,8.55
2025-12-01,Select - BFM,Xandr,IRIS,MNI - Business & Finance CTV_BFM,IRIS72,0.0
2025-07-01,Select - BFM,Quantcast,Infillion Demand,Pulte RON - Display 2,InfPulteRON2,0.0
2025-11-01,Open Auction - BFM,—,—,2510 - MGMPLUS - OCTOBER XCH - MGMP20330-09 - (MOVIES),,3.11
2026-07-01,DSP Marketplace - BFM,Octillion,BFM Internal,Octillion Deal - CTV - Cinedigm,379708306000,76.63
2026-07-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Plex),,731.58
2026-07-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - In Market Subaru - CTV,551196808383,2422.03
2026-07-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV (Charter),,1513.76
2026-07-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - CTV - Open Auction,,1111.24
2026-08-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Parents & Caregivers - Connected TV,STNXCTV022,0.0
2025-10-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD - CTV - Captify $15 Below,730946633654,7591.69
2025-11-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - College Basketball CTV_BFM,IRIS00309,1.26
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - College & University Visitors - Banner,Quoru53,0.0
2025-12-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Deal - CTV  - Paramount,136720822616,3317.23
2025-08-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - Desktop - 1st Price (HB),,0.01
2025-08-01,Open Auction - BFM,Walmart,—,TTD - APP [Display],,2779.96
2025-12-01,Open Auction - BFM,SmartyAds,—,SmartyAds - Web (Taboola),,6.62
2025-07-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - A&amp;E - Efficient CPM,456808823983,803.63
2025-08-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Thrivent Contextual CTV_BFM,IRIS00321,3.0
2025-12-01,Open Auction - BFM,Bidswitch,—,Bidswitch - CTV - 1st Price,,0.03
2025-09-01,Open Auction - BFM,StackAdapt,—,StackAdapt - APP - Open Auction,,199.81
2025-12-01,Open Auction - BFM,AdElement,—,Bidswitch - MW [Display],,84.75
2025-10-01,Open Auction - BFM,Madopi,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2025-10-01,Open Auction - BFM,Quantcast,—,Bidswitch - Desktop [Display],,0.08
2025-10-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Carl's Jr Visitors - CTV,Quoru90,0.46
2025-08-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV (AMC Networks Only),266007710126,38.97
2025-10-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Work - Pop Culture,240565149913,0.0
2025-09-01,Select - BFM,DV360,MultiLocal,T9_mlm_TA_CA_CT_CTV_BF_MLMBRID4972,Multi25,322.24
2025-09-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - Fubo CTV (Sports),514795661260,0.67
2025-12-01,Select - BFM,AdElement,Quorum,Quorum > Hanukkah Shoppers > Physical Visitors,Quoru197,0.0
2025-09-01,DSP Marketplace - BFM,—,Beachfront Deal Curation,0,"Beach110, 925896302547, 513073226453",0.0
2026-07-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - Non-political inventory,Strat30,0.25
2026-08-01,Open Auction - BFM,Knorex,—,Bidswitch - CTV (Charter),,0.34
2025-11-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Sports (General),Beach157,567.38
2025-09-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Golf US - ctv,Audig1793,0.0
2025-07-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Innovid (Montana),544155661434,0.23
2025-08-01,Select - BFM,Viant,IRIS,Viant - Sonnys BBQ - Emotional CTV_BFM,IRIS00352,216.98
2025-08-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Migration,Yahoo Deal - CTV - Politics Allowed,BFM017,171.69
2025-10-01,Open Auction - BFM,DV360,—,Bidswitch - Seedtag,,5286.97
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Wingstop Visitors - Banner,Quoru79,0.0
2025-07-01,Open Auction - BFM,Seedtag,—,Seedtag - Open Auction-  Ads.txt Updated CTV Supply  ,,1405.73
2025-09-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - Non-political inventory,Strat30,27.98
2025-08-01,DSP Marketplace - BFM,Bidswitch,—,Deal Library - CTV - Politics Allowed - Super Tuesday,BFM085,0.0
2025-09-01,DSP Marketplace - BFM,4INFO,—,Cadent_FYI_PMP_Test,881880997224,0.0
2025-12-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Yahoo - OLV - Live Sports Deal - Digital Remedy,672530948112,0.0
2025-10-01,Select - BFM,Beeswax,Simulmedia,PlayerWON-Ribeye-GFN-FY25,PlayerWONRibeyeGFNFY25,0.0
2025-08-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - CTV Genre - Sports,BFM021,251.64
2025-08-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Network CTV (EW Scripps),BFMNET009,56.73
2025-08-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Cannabis Category Targeting - Video/CTV,Beach111,2229.94
2025-09-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - MW - 1st Price (HB),,0.0
2025-09-01,Open Auction - BFM,Cepia,—,Mighty Wheels September 2025 Dub02,,6.05
2025-07-01,Select - BFM,StackAdapt,Audigent,Audigent & Beachfront - AUD-066596 - PMG - Experian - CTV SmartPMP - Aggregated FICO Score 640 or more u2013 Equifax US - ctv,Audig1802,2171.2
2025-08-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Minority / Woman Owned),BFM027,0.1
2026-08-01,DSP Marketplace - BFM,Beeswax,BFM Internal,Beeswax Deal - VideoAmp - CTV - Always On (Efficiency Monitoring),112854873831,67.9
2025-09-01,DSP Marketplace - BFM,DeepIntent,Beachfront Deal Curation,DeepIntent - OLV - High CTR,603676934637,4.76
2025-09-01,Open Auction - BFM,GroundTruth,—,0,,0.0
2025-12-01,DSP Marketplace - BFM,DeepIntent,Beachfront Deal Curation,DeepIntent  deal - CTV - 30s RON,322442866061,15411.09
2025-07-01,Open Auction - BFM,Infillion,—,Bidswitch - CTV - 1st Price,,2022.58
2026-07-01,Open Auction - BFM,Infillion,—,Bidswitch - APP,,0.82
2026-07-01,Open Auction - BFM,DBM,—,SEEDTAG (DON'T USE),,1530.02
2025-07-01,Open Auction - BFM,GroundTruth,—,GroundTruth Video CTV,,8609.33
2025-08-01,Select - BFM,Viant,Sightly,MyFitnessPal,Sight18,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Papa John's Visitors - Banner,Quoru101,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Starbucks Visitors - Banner,Quoru65,0.0
2025-10-01,Open Auction - BFM,Viant,—,Viant - Desktop [Display],,183.02
2025-09-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Vizio),,22.49
2025-11-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - CTV - TEGNASOURCED 081221,TEGNA1,1171.32
2025-09-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Direct Fixed $8),389866043594,10831.23
2025-08-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,MLB - CTV - Contextual - Tentpole Deal - VideoAmp,Beach150,0.72
2025-10-01,Open Auction - BFM,AdIngenious,—,Bidswitch - APP Display,,0.0
2025-07-01,Open Auction - BFM,Inspiritum,—,Bidswitch -RTB- Getintent-Whitelist- Web Display,,0.0
2025-12-01,Open Auction - BFM,—,—,F0022311 UFC MARCA GENÉRICA 2025-1 30,,0.0
2025-08-01,Open Auction - BFM,Adtheorent,—,0,,0.0
2025-12-01,Open Auction - BFM,—,—,Krush Media Web Video,,0.0
2025-10-01,Select - BFM,Yahoo DSP,Camelot,0,PMGPub,0.0
2025-09-01,Open Auction - BFM,Media Pulse,—,Rogers iCTV,,0.0
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Comcast Playworks,991133437221,1219.26
2025-07-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - Desktop - 1st Price (HB),,0.04
2025-12-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - APP Display,,0.15
2025-09-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (OWN),489912743465,0.0
2025-09-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Newsy  CTV (204775),,2.32
2025-09-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,Simpli.Fi Deal - CTV - FrndlyTV,687464994224,1.94
